poi ville code_postale code_insee region code_departement departement latitude longitude createur_donnée fournisseur id_poi photo categorie_mere sous_categorie
"Cycle Divin" 22625 89290 89479 Bourgogne-Franche-Comté 89 Yonne 47.708252 3.639379 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/616f8d46-0cb6-3f8c-bde6-759b4e7f11d8 True Produit Pratique
"Golf de Mâcon - La Salle" 22626 71260 71494 Bourgogne-Franche-Comté 71 Saône-et-Loire 46.40842 4.837391 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6189032a-73a3-3df7-9f3c-b8b1c15c4749 True Produit Pratique
"Musee des forges" 21540 70140 70408 Bourgogne-Franche-Comté 70 Haute-Saône 47.288749 5.549083 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6192ea04-c5f9-3a5d-8a84-c00e49a3ed7e True Produit Pratique
"Guidon bletteranois" 22627 39140 39456 Bourgogne-Franche-Comté 39 Jura 46.764492 5.436829 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/61a03335-53c9-3b1d-be85-6f783c629f2d True Produit Pratique
"Heritour Voyage" 21480 21000 21231 Bourgogne-Franche-Comté 21 """Côte-dOr""" 47.324159 5.029337 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/621314fb-864f-3642-a055-1eef0f353dcd True Produit Pratique
"Sentier pieds nus - Parc de la Cude" 22269 70240 70322 Bourgogne-Franche-Comté 70 Haute-Saône 47.728759 6.270876 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/626424db-f44e-3cc1-a8f6-dc36a2033e07 True Produit Pratique
"Hippodrome de Vitteaux" 22072 21350 21710 Bourgogne-Franche-Comté 21 """Côte-dOr""" 47.400684 4.510751 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/62b4a2bb-0fd5-3562-ace9-ba3128f8389d True Produit Pratique
"Ferme equestre de la forge" 22637 90170 90041 Bourgogne-Franche-Comté 90 "Territoire de Belfort" 47.730765 6.917094 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/62cf5bd6-937f-3c0f-af19-91c3e68c7ded True Produit Pratique
"École de Ski Français Lamoura" 6898 39310 39275 Bourgogne-Franche-Comté 39 Jura 46.41249 5.996902 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6315b279-a0b7-322d-b9f3-96f0908047ff True Produit Pratique
"Site raquettes - Hauterive-la-Fresse - Le Haut Saugeais Blanc" 22110 25650 25303 Bourgogne-Franche-Comté 25 Doubs 46.96314 6.45588 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6324cede-12ad-3036-b028-6e4806e9679f True Produit Pratique
"Location de matériel de ski - Les 4 vents - Skimium" 21418 25370 25380 Bourgogne-Franche-Comté 25 Doubs 46.774568 6.353901 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6348dbb3-1d70-3130-8668-b9f69759bfb2 True Produit Pratique
"Location de kayak - Latitude canoë" 21572 25111 25400 Bourgogne-Franche-Comté 25 Doubs 47.080939 6.187625 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6356d30d-ce2c-39c7-a45f-5062b0517ac6 True Produit Pratique
"Active Tours" 21431 21200 21054 Bourgogne-Franche-Comté 21 """Côte-dOr""" 47.026848 4.827633 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/63613ac8-1ffd-30a7-b28a-3adf068290bf True Produit Pratique
"Ski nautique avec le club motonautique" 21465 70100 70279 Bourgogne-Franche-Comté 70 Haute-Saône 47.451799 5.5991 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6376945b-cc62-3597-a610-e4920af99490 True Produit Pratique
"Circuit de découverte du patrimoine industriel de la ville de morez" 21680 39400 39368 Bourgogne-Franche-Comté 39 Jura 46.520751 6.022063 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/638d3bd6-d260-3b57-a166-ccdf119cc06a True Produit Pratique
"Benoit-Jeannin sport" 4071 39310 39274 Bourgogne-Franche-Comté 39 Jura 46.375081 5.972849 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/63c5599d-0ad9-3742-81dc-fb6f9eaca6d4 True Produit Pratique
"Vinitour Centre-Loire" 21386 58400 58059 Bourgogne-Franche-Comté 58 Nièvre 47.177342 3.017907 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/63d478cd-452a-32d5-9742-33f84fb9178b True Produit Pratique
"Trésors de la Bibliothèque et visite des magasins" 21428 25000 25056 Bourgogne-Franche-Comté 25 Doubs 47.236273 6.027515 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/63f09de9-a2f9-34aa-b2f0-e7e72a547d5c True Produit Pratique
"Peche sur le doubs franco-suisse" 21448 25470 25280 Bourgogne-Franche-Comté 25 Doubs 47.261233 6.948595 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/63f659d3-1e21-3c1c-830c-eafdcdd4d203 True Produit Pratique
"Les amis de l'orgue de saint martin" 21510 25200 25388 Bourgogne-Franche-Comté 25 Doubs 47.486545 6.840941 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/64027424-fe19-3711-a56f-8498d656fe21 True Produit Pratique
Swingolf 21389 25240 25121 Bourgogne-Franche-Comté 25 Doubs 46.597271 6.114262 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/64118bae-d816-3690-a5bb-0dfa47e24375 True Produit Pratique
"Visite de Beaune avec audio-guide" 21431 21200 21054 Bourgogne-Franche-Comté 21 """Côte-dOr""" 47.020984 4.839046 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/641e7995-1f58-3bdc-878b-fc1cf4906300 True Produit Pratique
"La Forêt de l'Aventure" 21578 25500 25411 Bourgogne-Franche-Comté 25 Doubs 47.046924 6.587151 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/64519d93-2854-3413-8d32-962975c24b2d True Produit Pratique
"Aéro-club Louis Notteghem Saint-Yan" 21949 71600 71491 Bourgogne-Franche-Comté 71 Saône-et-Loire 46.407434 4.02627 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/645ff03a-cd93-3bdc-adc0-34a838b58cc8 True Produit Pratique
"Pêche en rivières" 21422 70190 70447 Bourgogne-Franche-Comté 70 Haute-Saône 47.418644 5.996179 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/64b1f658-69f0-3897-ae5e-ded4bc652727 True Produit Pratique
"Visite de fumoir" 21721 25120 25356 Bourgogne-Franche-Comté 25 Doubs 47.247072 6.793182 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/65169859-aede-31d5-98aa-5a8be69ea345 True Produit Pratique
"Circuit de randonnée pédestre - le sentier de saint-pancrace à fontaine" 22654 70800 70240 Bourgogne-Franche-Comté 70 Haute-Saône 47.853822 6.337538 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/651f5ca0-4927-3db9-9cbe-1b73073789c5 True Produit Pratique
Gamotel 22072 21350 21710 Bourgogne-Franche-Comté 21 """Côte-dOr""" 47.398342 4.542338 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/654f9968-7289-3007-9559-7322da34a3b9 True Produit Pratique
"Site Nordique Les Fourgs l'Herba" 21410 25300 25254 Bourgogne-Franche-Comté 25 Doubs 46.835162 6.400893 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/65835b40-0803-3cb8-a3b3-409068103867 True Produit Pratique
"Atelier partage  terre d'expression" 21465 70100 70279 Bourgogne-Franche-Comté 70 Haute-Saône 47.445232 5.591545 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/65b768fc-1b12-3794-86d3-cc5b403baee1 True Produit Pratique
"Activital Base Sport et Nature des Settons" 21686 58230 58180 Bourgogne-Franche-Comté 58 Nièvre 47.186675 4.069321 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/65df6127-1265-38ba-8f2e-a95ac601a054 True Produit Pratique
"Site Nordique des Rousses - Station des Rousses" 21409 39220 39470 Bourgogne-Franche-Comté 39 Jura 46.484942 6.059485 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/66328507-748e-3388-8a67-b1b09f9b6a79 True Produit Pratique
Peche 21465 70100 70279 Bourgogne-Franche-Comté 70 Haute-Saône 47.449625 5.580711 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/664abc6c-e7fd-3219-af4d-6d09e479dbe4 True Produit Pratique
"Camping Moulin de Collonge - Location de vélos" 22068 71390 71392 Bourgogne-Franche-Comté 71 Saône-et-Loire 46.645647 4.695038 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/667a223c-e145-3dad-ae98-035a8e11630e True Produit Pratique
"Club ULM Bonnay" 13441 25870 25073 Bourgogne-Franche-Comté 25 Doubs 47.333524 6.034723 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/66801a96-5915-3d67-a053-5db1f16b9195 True Produit Pratique
"Les Écuries de la Plaine" 22046 25300 25309 Bourgogne-Franche-Comté 25 Doubs 46.937158 6.324841 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/669c00f4-54fb-33c1-89cc-b0663b82a0c6 True Produit Pratique
"Yoga au son des abeilles" 22663 21510 21117 Bourgogne-Franche-Comté 21 """Côte-dOr""" 47.736287 4.650468 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/66a89e76-49d9-3acb-9e7a-888104cc5920 True Produit Pratique
"Passion Nordique - Hiver" 21420 25500 25403 Bourgogne-Franche-Comté 25 Doubs 47.005024 6.589975 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/66e4fd78-d3d3-3c28-8c26-a0739292bd2e True Produit Pratique
"A Cheval Sur Soi" 22667 21430 21046 Bourgogne-Franche-Comté 21 """Côte-dOr""" 47.143689 4.300205 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/672ca8ea-e1f7-3b0a-9348-2822104d3e68 True Produit Pratique
"Téléski du content - Lajoux" 4071 39310 39274 Bourgogne-Franche-Comté 39 Jura 46.376288 5.969665 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/67335ec5-be8a-3b96-92ab-509978859a18 True Produit Pratique
"Touroparc Zoo" 2178 71570 71372 Bourgogne-Franche-Comté 71 Saône-et-Loire 46.182496 4.754127 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/67434bd7-0447-359c-af0d-b3255afb68a3 True Produit Pratique
"Le maillon solidaire" 21490 90000 90010 Bourgogne-Franche-Comté 90 "Territoire de Belfort" 47.630704 6.843292 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/67625de8-3ad7-37a8-9da9-fd025575e78a True Produit Pratique
"Train Touristique des Lavières" 22175 21120 21317 Bourgogne-Franche-Comté 21 """Côte-dOr""" 47.514087 5.102106 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6768b471-7b62-3104-bf6d-5a2a468af598 True Produit Pratique
"Nicol's Dole" 21415 39100 39198 Bourgogne-Franche-Comté 39 Jura 47.091032 5.495782 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/67885e52-a7d6-3d07-99dd-35a68a271e12 True Produit Pratique
"Randonnée a la roche brûlée" 21680 39400 39368 Bourgogne-Franche-Comté 39 Jura 46.520495 6.031662 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/67919f04-fae6-3d77-905b-54154e2f19e1 True Produit Pratique
"L'Écrin, Salles & Spectacles" 22165 21240 21617 Bourgogne-Franche-Comté 21 """Côte-dOr""" 47.337224 4.999707 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/679b21d2-4156-332d-a189-6b3fa6eef07d True Produit Pratique
"La Porte Verte /Halte Nautique du Canal du Centre - Location de vélos" 21690 71530 71204 Bourgogne-Franche-Comté 71 Saône-et-Loire 46.834474 4.842483 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/67a2a145-f31f-3a0b-ad93-52a3e160b370 True Produit Pratique
"Sentier de randonnée vtt - mantry vtt 57" 21632 39230 39310 Bourgogne-Franche-Comté 39 Jura 46.797477 5.558398 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/67c47e28-9d21-364e-82a5-94646a75bbb0 True Produit Pratique
MJC 21920 58160 58134 Bourgogne-Franche-Comté 58 Nièvre 46.930054 3.258413 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/67c7288f-b1b6-3f6b-9e8f-cba151354cc3 True Produit Pratique
"Atelier des Arts et Métiers du Livre" 21386 58400 58059 Bourgogne-Franche-Comté 58 Nièvre 47.176832 3.016754 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/67d5bd55-f8b9-3293-89db-b9510b7fcd8d True Produit Pratique
"Base nautique et de plein air" 21490 90000 90010 Bourgogne-Franche-Comté 90 "Territoire de Belfort" 47.651311 6.870072 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/67d8a06a-c5cf-3aea-b116-72c99e8ec660 True Produit Pratique
"Méditation Sport Nature" 22151 25240 25464 Bourgogne-Franche-Comté 25 Doubs 46.719325 6.172193 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/67e50871-fdcd-3cc9-9820-221cf37417b0 True Produit Pratique
"Cartoguide de randonnées" 21907 39150 39487 Bourgogne-Franche-Comté 39 Jura 46.575925 5.955593 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6826e9a0-3af9-3350-be8b-f8727f6cee02 True Produit Pratique
"Pistes de luges tubing" 21522 39400 39367 Bourgogne-Franche-Comté 39 Jura 46.563023 6.024413 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/685aa8cc-202d-3cd8-b2a8-7ecca5721dea True Produit Pratique
"Air Chalon Club" 21434 71530 71081 Bourgogne-Franche-Comté 71 Saône-et-Loire 46.826692 4.827584 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/687861a2-99f4-3ebe-94b8-ad61a3dfb26c True Produit Pratique
"Blanzy Aventure" 21889 71450 71040 Bourgogne-Franche-Comté 71 Saône-et-Loire 46.683697 4.394632 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/68d8969f-cfea-38c0-878c-c9e3f5f77e06 True Produit Pratique
"Bourgogne Pêche François Deline moniteur guide de pêche professionnel" 21480 21000 21231 Bourgogne-Franche-Comté 21 """Côte-dOr""" 47.314234 5.04383 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/68e6bdd3-40f7-3ba2-8853-bc46925e9c9e True Produit Pratique
"Téléskis d'Entre les Fourgs - Jougne" 21825 25370 25318 Bourgogne-Franche-Comté 25 Doubs 46.762112 6.409932 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/68e8a5ba-7860-38f1-9098-c769328341bf True Produit Pratique
"Canoë Kayak Dracy-Saint-Loup" 22618 71400 71184 Bourgogne-Franche-Comté 71 Saône-et-Loire 47.014185 4.336686 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/696796ac-ef73-3d9d-b097-a9d0ad46db11 True Produit Pratique
"Carrousel Bailly Cochet" 21428 25000 25056 Bourgogne-Franche-Comté 25 Doubs 47.241328 6.031573 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/69834422-ca73-30d0-b09b-e0d6266fd27e True Produit Pratique
"Parcours du Temps" 21428 25000 25056 Bourgogne-Franche-Comté 25 Doubs 47.240412 6.019193 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6983abf9-b6ad-3543-b4ad-a5a3a9006fb2 True Produit Pratique
"Balades a vélo sur la route des chalots" 21735 70220 70245 Bourgogne-Franche-Comté 70 Haute-Saône 47.911383 6.413994 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/69edc9c2-7738-3bad-8871-fe546521d48a True Produit Pratique
"Promenade en bateau traditionnel de Loire à bord de Virus" 21477 58300 58095 Bourgogne-Franche-Comté 58 Nièvre 46.829422 3.458408 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/69fa7c1c-afbb-3ccd-9500-8b020e5e3a56 True Produit Pratique
"Clos Marie - Location de vélos" 21443 71340 71238 Bourgogne-Franche-Comté 71 Saône-et-Loire 46.202979 4.078988 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6a28cf57-7fca-3082-b100-90f61a0c7581 True Produit Pratique
"Mike anim'" 22688 39570 39558 Bourgogne-Franche-Comté 39 Jura 46.665277 5.649122 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6a8efc46-eaca-30d7-bd72-d69cfa007825 True Produit Pratique
"Randonnée au pont de longchaumois" 21426 39400 39297 Bourgogne-Franche-Comté 39 Jura 46.467894 5.903742 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6aa9ccd2-ca15-383f-9ddc-8690d0d7db71 True Produit Pratique
"Offre de test - Tennis" 21455 25290 25434 Bourgogne-Franche-Comté 25 Doubs 47.106356 6.146876 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6ab87354-f823-30b5-8050-dda3cb6d4ee2 True Produit Pratique
"Location + Réparation vélos à Dampierre-sur-Salon" 21474 70180 70198 Bourgogne-Franche-Comté 70 Haute-Saône 47.548439 5.668494 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6ab911c0-b001-3805-a086-b6a1e8c60267 True Produit Pratique
"L'Arche du Temps" 21691 71400 71014 Bourgogne-Franche-Comté 71 Saône-et-Loire 46.944737 4.30014 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6ac0eda8-0158-31cb-b187-bc51ffa1e532 True Produit Pratique
"Association - Mouth'Anim" 21512 25240 25413 Bourgogne-Franche-Comté 25 Doubs 46.704483 6.186504 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6ad2a8b3-9057-3315-83b2-9e51467e68a6 True Produit Pratique
"Musik ap'passionato" 21438 39000 39300 Bourgogne-Franche-Comté 39 Jura 46.672725 5.559667 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6adaceb3-467d-32b4-a92f-663a65d05286 True Produit Pratique
"Trésors de la bibliothèque et visite des magasins" 21428 25000 25056 Bourgogne-Franche-Comté 25 Doubs 47.236242 6.027785 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6af81491-5bd6-3bc2-858c-dfdd00c42c07 True Produit Pratique
"Randonnée en Pays de Maîche et du Russey" 21721 25120 25356 Bourgogne-Franche-Comté 25 Doubs 47.251585 6.799835 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6b08f49d-a743-3c2a-9580-6ff0cd297510 True Produit Pratique
"Accompagnement cyclo - Agence Roule ma Poule" 22691 25115 25467 Bourgogne-Franche-Comté 25 Doubs 47.250655 5.95007 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6b262387-3a20-3c14-9e00-d8d5fca909a1 True Produit Pratique
"Quartier Battant" 21428 25000 25056 Bourgogne-Franche-Comté 25 Doubs 47.240184 6.019388 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6b3dbee1-e0d3-3d4f-a98b-9b496e4f4e15 True Produit Pratique
"Discothèque le Casting" 21418 25370 25380 Bourgogne-Franche-Comté 25 Doubs 46.774554 6.346536 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6b429567-8305-302d-b3c1-f747a08132c6 True Produit Pratique
"Chalon Balade sur Saône" 5138 71100 71076 Bourgogne-Franche-Comté 71 Saône-et-Loire 46.77685 4.86142 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6b5f7fe7-5325-3ef0-aee2-865e5be164e6 True Produit Pratique
"Sentier de randonnée pédestre - sentier des granges" 21382 39210 39177 Bourgogne-Franche-Comté 39 Jura 46.714006 5.643868 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6b67d793-2af0-3d36-9338-41deb30a0e2f True Produit Pratique
"Bassin aqua-récréatif" 21424 58290 58182 Bourgogne-Franche-Comté 58 Nièvre 47.001159 3.816111 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6b68a7a7-f399-3bff-a420-eddf5d7ab159 True Produit Pratique
"Velo cite pays de montbeliard" 21510 25200 25388 Bourgogne-Franche-Comté 25 Doubs 47.508901 6.797135 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6b9604b2-33e3-329a-8590-4ae503dd266a True Produit Pratique
"Cycles 3 C" 21608 71200 71153 Bourgogne-Franche-Comté 71 Saône-et-Loire 46.8033 4.413297 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6bb8e379-af17-3ade-b887-c3e7a735aad3 True Produit Pratique
"Latho Trading - Vélos électriques" 22696 25220 25495 Bourgogne-Franche-Comté 25 Doubs 47.279314 6.119723 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6bc81673-bc1b-31f5-960a-67d35696ebbf True Produit Pratique
"Balade Numérique au Fil de l'Eau le Long du Canal du Nivernais" 22296 58800 58272 Bourgogne-Franche-Comté 58 Nièvre 47.170404 3.622018 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6be77b3f-a709-3aab-a28b-04ea3445d342 True Produit Pratique
"Club questions pour un champion montbeliard" 21510 25200 25388 Bourgogne-Franche-Comté 25 Doubs 47.508901 6.797135 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6c27b4ff-cbe0-3519-b895-83dcc957c90d True Produit Pratique
"Bison Vole" 22041 25720 25036 Bourgogne-Franche-Comté 25 Doubs 47.20234 5.987059 "Décibelles Data, le SIT de Bourgogne-Franche-Comté" "Bourgogne-Franche-Comté Tourisme" https://data.datatourisme.gouv.fr/6/6c64c633-8673-3649-907e-7810bb80a557 True Produit Pratique
